audio_path,transcript,phoneme_sequence
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/then he's like cause a skunk came out .wav,then hes like cause a skunk came out,ð ɛ nh iː zl aɪ kk ɔː zɐs k ʌ ŋ kk eɪ maʊ t
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/I love my family and in the future I want to make my family Pro (32).wav,i love my family and in the future i want to make my family pro,aɪl ʌ vm aɪf æ m ɪ l iæ n dɪ n ð əf j uː tʃ ɚ ɹaɪw ɔ n tt əm eɪ km aɪf æ m ɪ l ip ɹ oʊ
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/I don't have time to go with you I am playing cricket (55).wav,i dont have time to go with you i am playing cricket,aɪd oʊ n th æ vt aɪ mt əɡ oʊw ɪ ðj uːaɪæ mp l eɪ ɪ ŋk ɹ ɪ k ɪ t
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/I love my family and in the future I want to make my family (124).wav,i love my family and in the future i want to make my family,aɪl ʌ vm aɪf æ m ɪ l iæ n dɪ n ð əf j uː tʃ ɚ ɹaɪw ɔ n tt əm eɪ km aɪf æ m ɪ l i
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/Dog eat bones Mike likes bike Elsa want a book Adam place basket.wav,dog eat bones mike likes bike elsa want a book adam place basket,d ɑː ɡiː tb oʊ n zm aɪ kl aɪ k sb aɪ kɛ l s əw ɔ n tɐb ʊ kæ d ə mp l eɪ sb æ s k ɪ t
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/in the winter when he knows his slowly takes a short walk in the open in each.wav,in the winter when he knows his slowly takes a short walk in the open in each,ɪ n ð əw ɪ n t ɚw ɛ nh iːn oʊ zh ɪ zs l oʊ l it eɪ k sɐʃ ɔːɹ tw ɔː kɪ n ð ɪoʊ p ə nɪ niː tʃ
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/in the winter when it snows is slowly takes a short walk in the open a each.wav,in the winter when it snows is slowly takes a short walk in the open a each,ɪ n ð əw ɪ n t ɚw ɛ nɪ ts n oʊ zɪ zs l oʊ l it eɪ k sɐʃ ɔːɹ tw ɔː kɪ n ð ɪoʊ p ə nɐiː tʃ
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/the little boy was sleeping.wav,the little boy was sleeping,ð əl ɪ ɾ əlb ɔɪw ʌ zs l iː p ɪ ŋ
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/I don't have time to go with you I am playing cricket (54).wav,i dont have time to go with you i am playing cricket,aɪd oʊ n th æ vt aɪ mt əɡ oʊw ɪ ðj uːaɪæ mp l eɪ ɪ ŋk ɹ ɪ k ɪ t
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/dog eats bones Mike Like bike Elsa wants a book Adam place basket.wav,dog eats bones mike like bike elsa wants a book adam place basket,d ɑː ɡiː t sb oʊ n zm aɪ kl aɪ kb aɪ kɛ l s əw ɔ n t sɐb ʊ kæ d ə mp l eɪ sb æ s k ɪ t
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/I love my family and in the future I want to make my family proud (9).wav,i love my family and in the future i want to make my family proud,aɪl ʌ vm aɪf æ m ɪ l iæ n dɪ n ð əf j uː tʃ ɚ ɹaɪw ɔ n tt əm eɪ km aɪf æ m ɪ l ip ɹ aʊ d
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/in the winter when it snows he always takes a short walk in the open air each.wav,in the winter when it snows he always takes a short walk in the open air each,ɪ n ð əw ɪ n t ɚw ɛ nɪ ts n oʊ zh iːɔː l w eɪ zt eɪ k sɐʃ ɔːɹ tw ɔː kɪ n ð ɪoʊ p ə nɛ ɹiː tʃ
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/dog headphones Mikes like bites Elsa want a book Adam place basket.wav,dog headphones mikes like bites elsa want a book adam place basket,d ɑː ɡh ɛ d f oʊ n zm aɪ k sl aɪ kb aɪ t sɛ l s əw ɔ n tɐb ʊ kæ d ə mp l eɪ sb æ s k ɪ t
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/nature gives us fruits vegetables and grain (2).wav,nature gives us fruits vegetables and grain,n eɪ tʃ ɚɡ ɪ v zʌ sf ɹ uː t sv ɛ dʒ ɪ ɾ ə b əl zæ n dɡ ɹ eɪ n
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/in the winter when it's knows it he always takes a short walk in the open air reached.wav,in the winter when its knows it he always takes a short walk in the open air reached,ɪ n ð əw ɪ n t ɚw ɛ nɪ t sn oʊ zɪ th iːɔː l w eɪ zt eɪ k sɐʃ ɔːɹ tw ɔː kɪ n ð ɪoʊ p ə nɛɹɹ iː tʃ t
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/I love my family and and in the future I want to make my family (2).wav,i love my family and and in the future i want to make my family,aɪl ʌ vm aɪf æ m ɪ l iæ n dæ n dɪ n ð əf j uː tʃ ɚ ɹaɪw ɔ n tt əm eɪ km aɪf æ m ɪ l i
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/major gives us fruit vegetables and grains.wav,major gives us fruit vegetables and grains,m eɪ dʒ ɚɡ ɪ v zʌ sf ɹ uː tv ɛ dʒ ɪ ɾ ə b əl zæ n dɡ ɹ eɪ n z
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/I love my family and in the future I want to make my family (74).wav,i love my family and in the future i want to make my family,aɪl ʌ vm aɪf æ m ɪ l iæ n dɪ n ð əf j uː tʃ ɚ ɹaɪw ɔ n tt əm eɪ km aɪf æ m ɪ l i
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/nature gives us fruits vegetable and grains to (1).wav,nature gives us fruits vegetable and grains to,n eɪ tʃ ɚɡ ɪ v zʌ sf ɹ uː t sv ɛ dʒ ɪ ɾ ə b əlæ n dɡ ɹ eɪ n zt uː
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/I love my family and in the future I want to make my family (163).wav,i love my family and in the future i want to make my family,aɪl ʌ vm aɪf æ m ɪ l iæ n dɪ n ð əf j uː tʃ ɚ ɹaɪw ɔ n tt əm eɪ km aɪf æ m ɪ l i
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/Dog eat bones Mike Like Birds Elsa wants a book Adam place basket.wav,dog eat bones mike like birds elsa wants a book adam place basket,d ɑː ɡiː tb oʊ n zm aɪ kl aɪ kb ɜː d zɛ l s əw ɔ n t sɐb ʊ kæ d ə mp l eɪ sb æ s k ɪ t
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/I don't have time to go with you I am playing cricket (176).wav,i dont have time to go with you i am playing cricket,aɪd oʊ n th æ vt aɪ mt əɡ oʊw ɪ ðj uːaɪæ mp l eɪ ɪ ŋk ɹ ɪ k ɪ t
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/I love my family and in the future I want to make my family (137).wav,i love my family and in the future i want to make my family,aɪl ʌ vm aɪf æ m ɪ l iæ n dɪ n ð əf j uː tʃ ɚ ɹaɪw ɔ n tt əm eɪ km aɪf æ m ɪ l i
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/nature gives us fruits vegetables and grain (3).wav,nature gives us fruits vegetables and grain,n eɪ tʃ ɚɡ ɪ v zʌ sf ɹ uː t sv ɛ dʒ ɪ ɾ ə b əl zæ n dɡ ɹ eɪ n
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/mum and dad avoid that the bus station by early but weighted until the bus.wav,mum and dad avoid that the bus station by early but weighted until the bus,m ʌ mæ n dd æ dɐ v ɔɪ dð æ t ð əb ʌ ss t eɪ ʃ ə nb aɪɜː l ib ʌ tw eɪ ɾ ᵻ dʌ n t ɪ lð əb ʌ s
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/in the winter when it's no he slowly takes a short walk in the open at each day.wav,in the winter when its no he slowly takes a short walk in the open at each day,ɪ n ð əw ɪ n t ɚw ɛ nɪ t sn oʊh iːs l oʊ l it eɪ k sɐʃ ɔːɹ tw ɔː kɪ n ð ɪoʊ p ə næ ɾiː tʃd eɪ
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/nature gives us fruits vegetables and grains to (39).wav,nature gives us fruits vegetables and grains to,n eɪ tʃ ɚɡ ɪ v zʌ sf ɹ uː t sv ɛ dʒ ɪ ɾ ə b əl zæ n dɡ ɹ eɪ n zt uː
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/Mercury scaring as our mother is always sweet.wav,mercury scaring as our mother is always sweet,m ɜː k j ʊ ɹ is k ɛ ɹ ɪ ŋæ zaʊ ɚm ʌ ð ɚ ɹɪ zɔː l w eɪ zs w iː t
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/nature gives us fruits vegetables and grace to eat.wav,nature gives us fruits vegetables and grace to eat,n eɪ tʃ ɚɡ ɪ v zʌ sf ɹ uː t sv ɛ dʒ ɪ ɾ ə b əl zæ n dɡ ɹ eɪ st ʊiː t
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/I love my family earn in the future I want to make my family (1).wav,i love my family earn in the future i want to make my family,aɪl ʌ vm aɪf æ m ɪ l iɜː nɪ n ð əf j uː tʃ ɚ ɹaɪw ɔ n tt əm eɪ km aɪf æ m ɪ l i
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/I love my family and in the future I want to make my family (130).wav,i love my family and in the future i want to make my family,aɪl ʌ vm aɪf æ m ɪ l iæ n dɪ n ð əf j uː tʃ ɚ ɹaɪw ɔ n tt əm eɪ km aɪf æ m ɪ l i
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/I don't have time to go with you I am playing cricket (193).wav,i dont have time to go with you i am playing cricket,aɪd oʊ n th æ vt aɪ mt əɡ oʊw ɪ ðj uːaɪæ mp l eɪ ɪ ŋk ɹ ɪ k ɪ t
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/I don't have time to go with you I am playing cricket (161).wav,i dont have time to go with you i am playing cricket,aɪd oʊ n th æ vt aɪ mt əɡ oʊw ɪ ðj uːaɪæ mp l eɪ ɪ ŋk ɹ ɪ k ɪ t
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/I love my family and in the future I want to make my family (11).wav,i love my family and in the future i want to make my family,aɪl ʌ vm aɪf æ m ɪ l iæ n dɪ n ð əf j uː tʃ ɚ ɹaɪw ɔ n tt əm eɪ km aɪf æ m ɪ l i
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/mum and dad arrived at the bus station early but weighted until the bus escape.wav,mum and dad arrived at the bus station early but weighted until the bus escape,m ʌ mæ n dd æ dɚ ɹ aɪ v dæ tð əb ʌ ss t eɪ ʃ ə nɜː l ib ʌ tw eɪ ɾ ᵻ dʌ n t ɪ lð əb ʌ sɛ s k eɪ p
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/I don't have time to go with you I am playing cricket (149).wav,i dont have time to go with you i am playing cricket,aɪd oʊ n th æ vt aɪ mt əɡ oʊw ɪ ðj uːaɪæ mp l eɪ ɪ ŋk ɹ ɪ k ɪ t
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/dog food like bikes Elsa wants a book Adams place basket.wav,dog food like bikes elsa wants a book adams place basket,d ɑː ɡf uː dl aɪ kb aɪ k sɛ l s əw ɔ n t sɐb ʊ kæ d ə m zp l eɪ sb æ s k ɪ t
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/I love my family and Hindi future I want to make my family.wav,i love my family and hindi future i want to make my family,aɪl ʌ vm aɪf æ m ɪ l iæ n dh ɪ n d if j uː tʃ ɚ ɹaɪw ɔ n tt əm eɪ km aɪf æ m ɪ l i
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/mum and dad arrived at the bus station early but weighted until the (2).wav,mum and dad arrived at the bus station early but weighted until the,m ʌ mæ n dd æ dɚ ɹ aɪ v dæ tð əb ʌ ss t eɪ ʃ ə nɜː l ib ʌ tw eɪ ɾ ᵻ dʌ n t ɪ lð ə
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/and he hides from the owl or vulture.wav,and he hides from the owl or vulture,æ n dh iːh aɪ d zf ɹ ʌ m ð ɪaʊ lɔːɹv ʌ l tʃ ɚ
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/I love my family and in the future I want to make my family proud (12).wav,i love my family and in the future i want to make my family proud,aɪl ʌ vm aɪf æ m ɪ l iæ n dɪ n ð əf j uː tʃ ɚ ɹaɪw ɔ n tt əm eɪ km aɪf æ m ɪ l ip ɹ aʊ d
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/in the winter when it was he slowly takes a short walk in the open at each.wav,in the winter when it was he slowly takes a short walk in the open at each,ɪ n ð əw ɪ n t ɚw ɛ nɪ tw ʌ zh iːs l oʊ l it eɪ k sɐʃ ɔːɹ tw ɔː kɪ n ð ɪoʊ p ə næ ɾiː tʃ
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/nature gives us fruits vegetable and grain to (1).wav,nature gives us fruits vegetable and grain to,n eɪ tʃ ɚɡ ɪ v zʌ sf ɹ uː t sv ɛ dʒ ɪ ɾ ə b əlæ n dɡ ɹ eɪ nt uː
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/moment that arrived at the bus station early but weighted until the bus game.wav,moment that arrived at the bus station early but weighted until the bus game,m oʊ m ə n tð æ tɚ ɹ aɪ v dæ tð əb ʌ ss t eɪ ʃ ə nɜː l ib ʌ tw eɪ ɾ ᵻ dʌ n t ɪ lð əb ʌ sɡ eɪ m
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/in the winter when it's not his law take a short walk in the open air each.wav,in the winter when its not his law take a short walk in the open air each,ɪ n ð əw ɪ n t ɚw ɛ nɪ t sn ɑː th ɪ zl ɔːt eɪ kɐʃ ɔːɹ tw ɔː kɪ n ð ɪoʊ p ə nɛ ɹiː tʃ
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/I love my family and in the future I want to make my family Pro (24).wav,i love my family and in the future i want to make my family pro,aɪl ʌ vm aɪf æ m ɪ l iæ n dɪ n ð əf j uː tʃ ɚ ɹaɪw ɔ n tt əm eɪ km aɪf æ m ɪ l ip ɹ oʊ
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/nature gives us fruits vegetables and grains to (94).wav,nature gives us fruits vegetables and grains to,n eɪ tʃ ɚɡ ɪ v zʌ sf ɹ uː t sv ɛ dʒ ɪ ɾ ə b əl zæ n dɡ ɹ eɪ n zt uː
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/in the winter when it snows is slowly takes a short walk in the open a rich (1).wav,in the winter when it snows is slowly takes a short walk in the open a rich,ɪ n ð əw ɪ n t ɚw ɛ nɪ ts n oʊ zɪ zs l oʊ l it eɪ k sɐʃ ɔːɹ tw ɔː kɪ n ð ɪoʊ p ə nɐɹ ɪ tʃ
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/I love my family and in the future I want to make my family (30).wav,i love my family and in the future i want to make my family,aɪl ʌ vm aɪf æ m ɪ l iæ n dɪ n ð əf j uː tʃ ɚ ɹaɪw ɔ n tt əm eɪ km aɪf æ m ɪ l i
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/I don't have time to go with you I am playing cricket (1).wav,i dont have time to go with you i am playing cricket,aɪd oʊ n th æ vt aɪ mt əɡ oʊw ɪ ðj uːaɪæ mp l eɪ ɪ ŋk ɹ ɪ k ɪ t
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/nature gives us fruits vegetables and grains (9).wav,nature gives us fruits vegetables and grains,n eɪ tʃ ɚɡ ɪ v zʌ sf ɹ uː t sv ɛ dʒ ɪ ɾ ə b əl zæ n dɡ ɹ eɪ n z
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/in in the winter when it's not his slowly takes a short walk in the open air each.wav,in in the winter when its not his slowly takes a short walk in the open air each,ɪ nɪ n ð əw ɪ n t ɚw ɛ nɪ t sn ɑː th ɪ zs l oʊ l it eɪ k sɐʃ ɔːɹ tw ɔː kɪ n ð ɪoʊ p ə nɛ ɹiː tʃ
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/agent gives its fruits vegetables and grains to.wav,agent gives its fruits vegetables and grains to,eɪ dʒ ə n tɡ ɪ v zɪ t sf ɹ uː t sv ɛ dʒ ɪ ɾ ə b əl zæ n dɡ ɹ eɪ n zt uː
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/mum and dad arrived at the bus station early but weighted until the basket.wav,mum and dad arrived at the bus station early but weighted until the basket,m ʌ mæ n dd æ dɚ ɹ aɪ v dæ tð əb ʌ ss t eɪ ʃ ə nɜː l ib ʌ tw eɪ ɾ ᵻ dʌ n t ɪ lð əb æ s k ɪ t
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/in the winter when it snows is slowly takes a short walk short walk in the open a each.wav,in the winter when it snows is slowly takes a short walk short walk in the open a each,ɪ n ð əw ɪ n t ɚw ɛ nɪ ts n oʊ zɪ zs l oʊ l it eɪ k sɐʃ ɔːɹ tw ɔː kʃ ɔːɹ tw ɔː kɪ n ð ɪoʊ p ə nɐiː tʃ
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/dog cheat on my mike likes bike Elsa wants a book Adams play basket.wav,dog cheat on my mike likes bike elsa wants a book adams play basket,d ɑː ɡtʃ iː tɔ nm aɪm aɪ kl aɪ k sb aɪ kɛ l s əw ɔ n t sɐb ʊ kæ d ə m zp l eɪb æ s k ɪ t
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/mum and dad arrived at the bus station early but waited until the bus game (1).wav,mum and dad arrived at the bus station early but waited until the bus game,m ʌ mæ n dd æ dɚ ɹ aɪ v dæ tð əb ʌ ss t eɪ ʃ ə nɜː l ib ʌ tw eɪ ɾ ᵻ dʌ n t ɪ lð əb ʌ sɡ eɪ m
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/dog cheat boys Mickey likes bikes also want a book autumn place.wav,dog cheat boys mickey likes bikes also want a book autumn place,d ɑː ɡtʃ iː tb ɔɪ zm ɪ k il aɪ k sb aɪ k sɔː l s oʊw ɔ n tɐb ʊ kɔː ɾ ʌ mp l eɪ s
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/inventor when it is not his slowly takes a short walk in the open air HD.wav,inventor when it is not his slowly takes a short walk in the open air hd,ɪ n v ɛ n t ɚw ɛ nɪ ɾɪ zn ɑː th ɪ zs l oʊ l it eɪ k sɐʃ ɔːɹ tw ɔː kɪ n ð ɪoʊ p ə nɛ ɹeɪ tʃ d iː
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/natural gas carrying as our mother it is always sweets (1).wav,natural gas carrying as our mother it is always sweets,n æ tʃ ɚ ɹ əlɡ æ sk æ ɹ i ɪ ŋæ zaʊ ɚm ʌ ð ɚ ɹɪ ɾɪ zɔː l w eɪ zs w iː t s
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/in the winter when it's not his slowly takes a short walk in the open air each day (1).wav,in the winter when its not his slowly takes a short walk in the open air each day,ɪ n ð əw ɪ n t ɚw ɛ nɪ t sn ɑː th ɪ zs l oʊ l it eɪ k sɐʃ ɔːɹ tw ɔː kɪ n ð ɪoʊ p ə nɛ ɹiː tʃd eɪ
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/I love my family and in the future I want to make my family (121).wav,i love my family and in the future i want to make my family,aɪl ʌ vm aɪf æ m ɪ l iæ n dɪ n ð əf j uː tʃ ɚ ɹaɪw ɔ n tt əm eɪ km aɪf æ m ɪ l i
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/mum and dad loved at the bus station early but weighted unitary the bus game.wav,mum and dad loved at the bus station early but weighted unitary the bus game,m ʌ mæ n dd æ dl ʌ v dæ tð əb ʌ ss t eɪ ʃ ə nɜː l ib ʌ tw eɪ ɾ ᵻ dj uː n ɪ t ɛ ɹ ið əb ʌ sɡ eɪ m
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/mum and dad arrived at the bus station early but waiting until the bus.wav,mum and dad arrived at the bus station early but waiting until the bus,m ʌ mæ n dd æ dɚ ɹ aɪ v dæ tð əb ʌ ss t eɪ ʃ ə nɜː l ib ʌ tw eɪ ɾ ɪ ŋʌ n t ɪ lð əb ʌ s
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/mum and dad arrived at the bus station early but painted until the bus game.wav,mum and dad arrived at the bus station early but painted until the bus game,m ʌ mæ n dd æ dɚ ɹ aɪ v dæ tð əb ʌ ss t eɪ ʃ ə nɜː l ib ʌ tp eɪ n t ᵻ dʌ n t ɪ lð əb ʌ sɡ eɪ m
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/I love my family and in the future I want to make my family (154).wav,i love my family and in the future i want to make my family,aɪl ʌ vm aɪf æ m ɪ l iæ n dɪ n ð əf j uː tʃ ɚ ɹaɪw ɔ n tt əm eɪ km aɪf æ m ɪ l i
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/and then lots of baby frogs came out .wav,and then lots of baby frogs came out,æ n dð ɛ nl ɑː t sʌ vb eɪ b if ɹ ɑː ɡ zk eɪ maʊ t
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/I love my family and in the future I want to make my family Pro (33).wav,i love my family and in the future i want to make my family pro,aɪl ʌ vm aɪf æ m ɪ l iæ n dɪ n ð əf j uː tʃ ɚ ɹaɪw ɔ n tt əm eɪ km aɪf æ m ɪ l ip ɹ oʊ
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/nature gives us fruits vegetables and grains (17).wav,nature gives us fruits vegetables and grains,n eɪ tʃ ɚɡ ɪ v zʌ sf ɹ uː t sv ɛ dʒ ɪ ɾ ə b əl zæ n dɡ ɹ eɪ n z
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/in the winter when it snows he slowly take a short walk in the open a each.wav,in the winter when it snows he slowly take a short walk in the open a each,ɪ n ð əw ɪ n t ɚw ɛ nɪ ts n oʊ zh iːs l oʊ l it eɪ kɐʃ ɔːɹ tw ɔː kɪ n ð ɪoʊ p ə nɐiː tʃ
/home/bhagya-peramuna/PycharmProjects/Bhagya-Reserch/v2/Raw_data/mum mum and dad arrived at the bus station Idli but weighted until the bus came.wav,mum mum and dad arrived at the bus station idli but weighted until the bus came,m ʌ mm ʌ mæ n dd æ dɚ ɹ aɪ v dæ tð əb ʌ ss t eɪ ʃ ə nɪ d l ib ʌ tw eɪ ɾ ᵻ dʌ n t ɪ lð əb ʌ sk eɪ m
